Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones,,,,,,,,,,
97734236,Casa independiente,Chalet,"CHALET INDIVIDUAL EN LA ZONA RESIDENCIAL DE ONDATEGUI DE LAS ARENAS. TOTALMENTE REFORMADO Y PARA ENTRAR A VIVIR. ORIENTACION SUROESTE. ASCENSOR INTERIOR Ubicado en una de las mejores zonas residenciales de Las Arenas. a 50 mts de la estación de metro. Conectado con el Paseo de Zugazarte y el Muelle de Las Arenas. A un paso de las playas. Este chalet tan espectacular se reformó íntegramente con todo lujo de detalles y con la comodidad de tener un ascensor interior. Tiene los techos altos algo muy especial y característico de este tipo de edificios y con una luz increíble. Precioso jardín privado que rodea a todo el edificio y con pista de padel. Se distribuye en tres plantas más el semisótano. P. de Entrada: Vestíbulo de gran tamaño. Salón con chimenea y con acceso al porche de la casa y al jardín. Comedor aparte con vistas al jardín y comunicado con la cocina. Zona de biblioteca su chimenea y con salida al porche. Aseo para invitados exterior. Cocina con preciosa zona de office y comunicada con la planta de arriba por otra escalera. P. Primera: Gran distribuidor Dormitorio principal con una sala de estar vestidor aparte y cuarto de baño incorporado exterior. Es una habitación magnífica y con dos salidas a una terraza de buen tamaño orientada al Suroeste. Otros dos dormitorios y dos cuartos de baño completos ambos incorporados. Cantidad de armarios. Muy bonitas vistas. P. Segunda: Esta planta es super especial por la altura del techo las lineas de las vigas.. . Con fantásticas vistas. La terracita.. . Hay 5 dormitorios grandes cada uno con sus armarios y 4 cuartos de baño completos y exteriores.  P. Semisótano: Se accede por la escalera de la cocina Una zona como tipo Txoko de 70 m2 aprox y equipado con cocina Un cuarto de baño completo. Bodega y chimenea Gimnasio/ sala de juegos cuarto de baño. Tiene salida al jardín por la parte de detrá del edificio. Zona de servicio. Zona de calderas Ascensor interior llega hasta esta cota Pista de Padel. 2 Garajes individuales cerrados con capacidad para 4 coches. Merece la pena visitarlo.",946980626,barrio Las Arenas Centro,3990000,8
97792586,Casa independiente,Chalet,"ONDATEGUI- LAS ARENAS - IMPRESIONANTE CHALET Con una inmejorable situación en zona residencial Paseo Zugazarte y Muelle de Las Arenas.  Este Chalet con grandioso jardín que rodea toda la finca se reformó íntegramente incluye domótica y dispone de ascensor interno con acceso a las cuatro plantas y se distribuye de la siguiente manera  Planta principal Gran recibidor  Biblioteca con chimenea y con acceso al porche Salón - Comedor con chimenea Preciosa Cocina- Office Aseo de invitados Primera planta  Gran distribuidor Dormitorio principal en suite con zona de estar y vestidor además acceso a una terraza espectacular y con una orientación magnífica Dos dormitorios con dos cuartos de baño en suite Segunda planta Cinco dormitorios y cuatro cuartos de baño. Planta con mucha esencia y encanto característica de la construcción del chalet con techos altos y abuhardillados  Semisótano Tiene dos accesos interiormente de la casa y otro por el exterior. Impresionante Txoko totalmente equipado con cocina gran comedor con chimenea bodega y cuarto de baño completo Cuarto de juegos  Jardín Disponemos de jardín frontal de gran tamaño que nos da acceso a la entrada principal de la casa. En del jardín trasero nos encontramos una magnífica pista de padel con iluminación y un garaje cerrado para cuatro coches.",946980902,barrio Las Arenas Centro,3990000,8
97781818,Casa independiente en Calle Ondategi,Chalet,"ESPECTACULAR CHALET CON ACCESO DIRECTO AL PORCHE Y AL JARDÍN ZONA RESIDENCIAL DE LAS ARENAS con una solida terminación la casa esta construida sobre una parcela de 1.100 m2. y consta de la siguiente distribución: PLANTA PRINCIPAL: Ascensor interno. Amplio recibidor. Gran salón con chimenea y acceso al porche y al jardín. Comedor independiente. Aseo de visitas. Cocina-oficio-lavadero 1ª PLANTA: Amplio dormitorio principal con salita gran vestidor y cuarto de baño. Dos dormitorios dos cuartos de baño 2ª PLANTA: Cinco dormitorios cuatro baños. SEMISOTANO: Txoko de 70 m2 totalmente equipado con cocina baño bodega y chimenea Gimnasio sala de juegos cuarto de baño salida al jardín Zona de servicio. Pista de Padell garaje para cuatro coches. Totalmente reformado y actualizado.",946980140,Calle Ondategi,3990000,8
97826799,Casa independiente,Chalet,"INMOBILIARIA ZÁRATE ofrece en venta ESPECTACULAR CHALET DE LUJO en Las Arenas.    Situado en la mejor zona residencial de Las Arenas junto a el Paseo de Zugazarte y el Muelle de Las Arenas.     La vivienda dispone de 700m2 construidos y 1.100m2 de parcela.    Se distribuye en cuatro plantas:    En la planta principal nos encontramos con un gran recibidor biblioteca con chimenea y acceso al porche. Un gran salón con chimenea preciosa cocina office totalmente equipada con electrodomésticos de alta gama y un aseo de invitados.    La primera planta cuenta con un gran distribuidor habitación principal en suite con vestidor zona de estar baño y acceso a una espectacular terraza. Dispone también de otros dos dormitorios tipo suite con baño.    En la segunda planta nos encontramos con cinco dormitorios y cuatro baños techos altos y abuhardillados.    El semisótano tiene dos accesos uno desde la casa y otro desde el exterior. En él nos encontramos un impresionante Txoko totalmente equipado con cocina baño bodega y chimenea. Gimnasio/ cuarto de juegos y zona de servicio.    EL chalet se reformó íntegramente incluyendo domótica y dispone de ascensor interior.    Cuenta con un gran JARDIN que rodea toda la casa y una pista de Pádel con iluminación y garaje cerrado para cuatro coches.    Para más información no dudes en contactarnos.    INMOBILIARIA ZÁRATE.    Somos una empresa creada por profesionales dedicada a la intermediación de ventas y alquileres de inmuebles con una amplia y dilatada experiencia en el sector con el objetivo principal de ofrecer el mejor servicio a todos nuestros clientes a través de un excelente equipo humano hasta encontrar las mejores soluciones tanto en venta compra o alquiler de inmuebles para la plena satisfacción de nuestros clientes.    Hemos construido nuestro prestigio a través de un servicio transparente una sólida experiencia cumplimiento y conocimiento del sector.    Nuestra filosofía se basa en comprometernos e involucrarnos en las necesidades de nuestros clientes para obtener su satisfacción.  En inmobiliaria Zárate estamos a su entera disposición para cualquier duda consulta o sugerencia que nos quiera realizar.  Puede contactar con nosotros en nuestros servicios centrales:    Teléfono: 94 400 42 05    WhatsApp: 688860604    e- mail:    .",946980970,barrio Las Arenas Centro,3990000,8
100808045,Casa independiente,Chalet,"EXCLUSIVO chalet individual en VENTA en La Galea. Vivienda de lujo diseñada por un arquitecto de renombre y de arquitectura modernista. Cómoda y acogedora completamente reformada con primeras calidades. Amplios espacios y grandes ventanales para disfrutar de las puestas de sol. Cuenta con 3 alturas conectadas con ascensor para mejorar la accesibilidad. Increíble piscina huerto ecológico parque infantil y un moderno y luminoso txoko independiente a la vivienda. Trastero y un amplio garaje interior con gran capacidad y zona de aparcamiento exterior. Sistema de clima con aire acondicionado y suelo radiante. Circuito cerrado de seguridad y alarma.  Distribución: Dotada de 1.051 m2 construidos sobre una parcela de 3.291 m2. Planta principal con fantástico hall de entrada gran salón biblioteca comedor zona de cocina-office con comedor de diario aseo de cortesía 2 amplios dormitorios en suite y 2 habitaciones de servicio con baño. Planta primera con dormitorios área de descanso despacho y zona de juegos. 2 habitaciones con baño en suite con family room y otras 4 habitaciones y 2 baños. Planta baja con gimnasio baño amplio lavadero despensa bodega y zona de máquinas. Mas información y visitas: (Marina).",946980647,Sta. María de Getxo,3900000,11
91959751,Dúplex en Joaquín Arizaga,Duplex,"Singular dúplex en una emblemática casa del arquitecto Manuel María Smith localizada sobre la playa de Ereaga con impresionantes vistas al Abra. Accedemos a la vivienda por una escalera de madera original. La segunda planta con grandes ventanales está distribuida en hall salón con salida a balcón comedor cocina despacho aseo de cortesía y un amplio apartamento que dispone de salón con salida a terraza orientada al sur cocina office aseo de cortesía y habitación con cuarto de baño en suite. En la planta tercera están situadas las habitaciones: habitación principal con vestidor y cuarto de baño en suite dos habitaciones con sus cuartos de baño en suite y otras dos habitaciones que comparten un cuarto de baño. Zona de lavadero-office y una gran terraza cerrada. Toda la planta bajo cubierta está habilitada como trastero. Es una casa de una gran riqueza ornamental en la que se han mantenido maderas puertas chimeneas rodapiés y escalera originales. La casa se reformó en el año 2010 por lo que tiene todas sus instalaciones actualizadas. Todo exterior y grandes ventanales. La antigua anteiglesia de Getxo es un municipio de la costa vizcaína. Está situado en la margen derecha de la ría de Bilbao en la desembocadura del Ibaizábal-Nervión. Forma parte de la comarca del Gran Bilbao y de su área metropolitana. Destaca por la presencia de palacetes y viviendas construidas durante la industrialización. Las Arenas y Neguri surgieron a finales del siglo XIX como zona residencial de parte de la burguesía vizcaína. El barrio de Neguri se caracteriza por los palacetes que fueron construidos para albergar a lo más selecto siendo a día de hoy una zona residencial con viviendas de alto standing. El nombre de Neguri fue creado por Resurrección María de Azkue ya que anteriormente a la zona se le llamaba Aretxetaurre. Neguri proviene de la fusión de dos palabras vascas: Negua e Hiri (invierno y ciudad respectivamente).",946980124,Joaquín Arizaga,3400000,6
93309283,Casa independiente en Calle Juan Vallejo Real de Asua,Chalet,"ATENDEMOS SABADOS Y DOMINGOS. Nos puede contactar por WhatsApp en el +34 630350627 BERNADO LUXURY HOUSES vende este espectacular chalet en la exclusiva urbanización de La Galea. Construida sobre una parcela totalmente llana de 3050 m2 consta de un jardín impresionante y un arbolado consolidado.  La vivienda tiene según catastro 1.741 M2 construidos y esta distribuida de la siguiente manera: Planta baja: Nada mas entrar tenemos el impresionante hall de 48 m2 desde el que accedemos al gran salon-comedor con acceso directo al porche cerrado y al jardín la gran cocina de 35 m2 un gran despacho con un salón con acceso independiente desde la entrada de la casa y un aseo de invitados. Planta Primera: Nada mas subir por las preciosas escaleras nos encontramos con un gran distribuidor con acceso a una terraza. Desde este distribuidor tenemos acceso a la zona de dormitorios donde nos encontramos el gran dormitorio principal de 70 m2 con vestidor salón baño y acceso a una terraza. Dos dormitorios de invitados en suite con baño dos dormitorios que comparten un cuarto de baño y una zona donde tenemos 4 dormitorios que comparten 2 baños y un despacho que sirve como zona de estudio. Planta Sótano: En esta planta tenemos el amplio garaje para 6 coches una gran bodega el apartamento de servicio con acceso directo a la cocina un gimnasio y dos salones con cuarto de baño con acceso directo desde el exterior lo que le hace ideal como sala de fiestas. Una oportunidad de vivir en una zona única esta vivienda se encuentra justo al lado del prestigioso Real Sociedad de Golf de Neguri que cuenta con un magnífico recorrido de golf de 18 hoyos diseñado por D. Javier Arana una zona de prácticas y un recorrido de 6 hoyos cortos. Situada a tan solo 10 min del Puerto deportivo y del Real Club Marítimo del Abra Real Sporting Club y a tan solo 15 min del centro de Bilbao.",919384391,Calle Juan Vallejo Real de Asua,3250000,12
91987799,Casa independiente en Juan Vallejo,Chalet,"DESCRIPCIÓN DE LA VIVIENDA FANTASTICO y UNICO "CHALET o CASA DE CAMPO" EN LA URBANIZACION LA GALEA (Sta. Mª. De Getxo) diseñada por el arquiteco Gana y construida sobre un parcela de 3.050 m2. con ascensor interior grandes ventanales y unas vistas muy despejadas tiene 2 amplios porches cubiertos con acceso a un encantador jardín muy bien cuidado. La vivienda se distribuye de la siguiente manera:  Planta baja de 461 m2. :  Hall vestíbulo 2 amplios salones con acceso a un porche cubierto gran comedor distribuido en dos ambientes y con acceso a otro porche amplísimo despacho-biblioteca aseo de invitados 2 dormitorios de servicio con cuarto de baño y vestuarios gran cocina con oficio y comedor de diario. Ascensor. Primera planta de 340 m2. :  Amplio distribuidor con el ascensor que da acceso al dormitorio principal en suite con dos vestidores cuarto de baño W. C. y una gran terraza  8 dormitorios con 5 cuartos de baño y 2 balcones. Semisótano de 295 m2. :  Gimnasio bodega vivienda de servicio y aparcamiento para 4/5 coches.",946980902,Juan Vallejo,3250000,12
99623962,Casa independiente en Calle Juan Vallejo Real de Asua,Chalet,"Propiedad de arquitectura moderna en la exclusiva urbanización de La Galea. La vivienda de 1.230 m2 dispone en la planta baja de la zona noble con hall salones despacho comedor cocina-office comedor de diario aseo de cortesía y vivienda para el servicio. En la primera planta situamos las habitaciones con vestidores armarios empotrados y cuartos de baño en suite. En el sótano de alrededor de 670 m2 está el garaje con capacidad para 6 coches y otras estancias. Esta vivienda se asienta en una parcela de 3000 m2 completamente cercada por una valla y un seto alto consiguiendo una privacidad total. Ubicada en La Galea en un entorno de viviendas unifamiliares de alto standing junto al campo de golf. A 15 km de Bilbao y a pocos minutos del aeropuerto de Loiu. Las redes de carreteras permiten llegar a Getxo por autovía directa desde cualquier parte de la península o de Europa. El metro con seis estaciones en Getxo comunica de manera cómoda y rápida con la capital. En Getxo hay dos puertos deportivos uno municipal donde existen bastantes locales de hostelería y otro gestionado por el Club Marítimo localizado en el barrio de Las Arenas. También está la zona del Puerto Viejo de Algorta donde nos parece vivir en épocas pasadas y donde se puede disfrutar de los pequeños bares y restaurantes típicos.",946980124,Calle Juan Vallejo Real de Asua,3250000,10
97448665,Chalet en Galea Errepidea,Chalet,"En la que posiblemente sea la zona residencial más importante y elitista de Bizkaia encontramos este impresionante chalet en una situación y con características muy difícil de superar. La vivienda cuenta con 1000 m2 construidos de los cuales aproximadamente 900 m2 son útiles. En la planta -1 encontramos entre otras estancias una zona de garaje cubierto teniendo habilitado un apartado de reparación mecánica sala de calderas un maravilloso Txoko con cocina y comedor zona de spa con baño turco jacuzzi de 12 plazas y gimnasio. En la planta 0 disponemos de una majestuosa entrada en la cual acentuar la elegante y extraordinaria escalera de madera maciza de excepcional calidad (al igual que toda la madera de la vivienda) una zona de guardarropa un muy amplio salón con comunicación al jardín y cristaleras las cuales aprovechan mucho la iluminación natural cocina totalmente equipada zona de servicio contando con habitación y baño y un salón de diario y un impresionante despacho. Desde dicha planta accedemos a la zona ajardinada en la cual tenemos caseta de almacenaje de utensilios de jardinería y una piscina de aproximadamente 11 X 7 metros. En planta 1 llegamos a el área de descanso contando con cuatro habitaciones todas ellas como es lógico con su propio baño y la habitación principal de unos 50 m2 en la zona de descanso y con un gran baño entre otros extras con un jacuzzi de dos plazas una de las habitaciones dispone de terraza también cuenta con un espacio destinado a zona de trabajo y despacho. Por último en la planta 2 disponemos de un precioso ático diáfano y con otra impresionante terraza. Para información más detallada y precisa de todas las comodidades detalles y condiciones de la vivienda puede solicitarla en el número de contacto indicado.",946980508,Galea Errepidea,3100000,7
